first.name,last.name,ID,h.index,i10.idex,citations
Adrian,Peralta-Alva,ppe47,7,5,182
Ivone,Perazzo,ppe508,3,1,27
Rodica,Perciun,pio53,4,1,55
Marco,Percoco,ppe128,8,7,203
Salvatore,Perdichizzi,ppe853,32,61,3650
Jordi,Perdiguero,ppe475,6,3,102
Jorge,Perdomo Calvo,ppe432,2,0,19
Jose,Perea,ppe559,3,1,34
Andrés,Perea,ppe434,7,6,126
Jean-Christophe,Pereau,ppe405,5,1,59
Javier,Pereda,ppe420,1,0,2
Elisabeth,Pereira,ppe406,1,0,2
Mauricio,Pereira,ppe447,1,0,7
Paulo,Pereira,ppe292,1,0,6
Sonia,Pereira,ppe604,1,0,1
Wellington,Pereira,ppe299,1,0,5
Ana,Pereira,ppe459,2,0,7
Joao,Pereira,ppe179,2,1,24
Orlando,Pereira,ppe660,2,0,8
Robert,Pereira,ppe306,2,0,7
Isabel,Pereira,ppe337,3,1,29
João,Pereira,ppe282,3,0,16
Paulo,Pereira,ppe158,3,3,74
Carlos,Pereira,ppe388,4,1,31
Claudiney,Pereira,ppe600,4,4,172
Rui,Pereira,ppe547,4,1,47
Manuel,Pereira,ppe369,5,2,101
Marcelo,Pereira,ppe781,5,5,67
Pedro,Pereira,ppe280,7,5,148
Pedro,Pereira,ppe218,10,10,403
Alfredo,Pereira,ppe203,13,18,603
Ana Luiza,Pereira,ppe123,15,24,826
Luiz Awazu,Pereira da Silva,ppe620,9,9,282
Ana,Pereira Zoghbi,ppe457,1,0,1
Mariana,Pereira-López,ppe813,2,0,9
Jose,Pereirinha,ppe240,2,1,18
Luis,Pereiro,ppe363,2,1,23
Oleksandr,Perekhozhuk,ppe361,4,0,36
Josep,Perelló,ppe74,6,2,131
Sergio,Perelman,ppe146,17,21,1034
George,Perendia,ppe549,2,2,40
Fernando,Perera-Tallo,ppe291,2,1,30
Stéphanie,Peres,pqu85,4,0,28
José,Peres-Cajías,ppe648,1,0,2
Anatoly,Peresetsky,ppe492,7,1,147
Joel,Peress,ppe155,7,5,284
Alberto,Peretti,ppe552,1,0,1
Patrick,Peretti-Watel,ppe592,2,0,11
Pietro,Peretto,ppe431,17,22,1044
Yuri,Perevalov,ppe65,2,0,9
Agnes,Perez,ppe445,1,0,4
Leonardo,Perez,ppe501,2,0,9
Coralie,Perez,ppe338,3,0,16
M. Fabricio,Perez,ppe254,3,2,37
Rafaela,Perez,ppe352,3,1,31
Romain,Perez,ppe118,3,1,32
Pedro,Perez,ppe97,4,3,65
Eduardo,Perez,ppe397,5,3,69
Stephen,Perez,ppe1,7,6,441
Francisco,Perez,ppe192,11,11,679
Rodrigo,Perez Artica,ppe612,1,0,1
Emilia,Perez Barreiro,ppe715,1,1,24
Francisco,Perez Bermejo,ppe63,1,0,5
Esteban,Perez Caldentey,ppe317,5,2,68
Ignacio,Perez Dominguez,ppe843,5,3,94
Julian,Perez Garcia,ppr28,2,0,11
Gabriel,Perez Quiros,ppe255,20,30,2042
Hector,Perez Saiz,ppe456,3,0,21
Fidel,Perez Sebastian,ppe573,8,6,242
Jhonatan,Perez Villalobos,ppe426,2,0,10
Teodosio,Perez-Amaral,ppe568,12,14,287
Francisco,Perez-Calle,ppe823,2,2,128
David,Perez-Castrillo,ppe17,18,22,1105
Claudia,Perez-Fornies,ppe746,2,0,9
Alejandro,Perez-Laborda,ppe616,2,0,6
David,Perez-Reyna,ppr162,2,0,17
José M.,Perez-Sanchez,ppe303,1,0,4
Ricardo,Perez-Truglia,ppr99,8,5,198
Lucia,Perez-Villar,ppe706,1,0,8
Joseph,Perfect-Mrema,ppe834,1,0,2
Sergey,Pergamenshchikov,ppe683,3,1,43
Massimo,Peri,ppe367,4,1,65
Giovanni,Peri,ppe210,32,61,4047
Filippo Maria,Pericoli,ppe347,3,0,32
Marcello,Pericoli,ppe177,6,6,728
Nicolas,Peridy,ppe409,8,7,207
Christophe,Perignon,ppe841,7,5,189
Grischa,Perino,ppe226,7,6,137
Josep E.,Peris,ppe542,5,2,90
Stavros,Peristiani,ppe301,13,18,652
James,Perkins,ppe201,2,0,14
Markus,Perkmann,ppe310,7,6,303
Patryk,Perkowski,ppe737,1,0,5
Jesse,Perla,ppe504,5,3,121
José,Perles Ribes,ppe396,2,0,7
Roberto,Perli,ppe4,8,7,450
Marcelo,Perlin,ppe304,3,1,20
Elisabeth,Perlman,ppe798,1,0,3
Jeffrey,Perloff,ppe67,16,33,1038
Samuel,Perlo-Freeman,ppe190,6,5,144
Roger,Perman,ppe312,7,5,337
Risti,Permani,ppe257,2,0,9
Cira,Perna,ppe487,2,0,9
Angel,Perni,ppe685,2,0,12
Ernesto,Pernia,ppe617,6,5,125
Sergio,Pernice,ppe134,1,0,10
Fernanda,Perobelli,ppe837,1,0,1
Fernando,Perobelli,ppe79,5,3,119
Olivier,Peron,ppe607,1,0,2
Chiara,Peroni,ppe269,2,1,23
Javier,Perote,ppe277,5,4,141
Juan,Perote-Pena,ppe286,2,0,18
Valeria,Perotti,ppe530,4,3,71
Enrico,Perotti,ppe58,21,28,1422
Roberto,Perotti,ppe66,30,34,5665
Stylianos,Perrakis,ppe489,9,7,173
Jonathan,Perraton,ppe228,3,2,59
William,Perraudin,ppe518,16,22,1072
Jean-Louis,Perrault,ppe455,1,0,2
Jean-Francois,Perrault,ppe276,3,1,62
Roberto,Perrelli,ppe40,6,5,148
Adriaan,Perrels,ppe204,3,2,132
Alessandra,Perri,ppe583,2,0,13
Tim,Perri,ppe193,4,1,60
Fabrizio,Perri,ppe52,19,24,2857
Lionel,Perrier,ppe847,1,0,2
Quentin,Perrier,ppe759,1,0,1
Philippe,Perrier-Cornet,ppe469,3,1,41
Rozenn,Perrigot,ppe630,3,2,35
Faustine,Perrin,ppe650,3,2,74
Richard,Perrin,ppe78,9,9,374
Benoit,Perron,ppe27,9,9,695
Pierre,Perron,ppe32,35,61,16435
Emanuele,Perrone,ppe555,3,0,16
Carlo,Perroni,ppe298,14,16,469
Marc,Perronnin,ppe323,2,2,104
Radhika,Perrot,ppe581,1,0,3
Serge,Perrot,ppe253,1,0,5
Anne,Perrot,ppe39,7,7,199
Irene,Perrote,ppe231,1,0,9
Alexander,Perruchoud,ppe652,1,0,5
Edward,Perry,ppe806,1,0,8
John,Perry,ppe460,2,0,12
Len,Perry,ppe104,2,0,14
Vanessa,Perry,ppe186,2,1,16
Gregory,Perry,ppe523,6,5,159
Janet,Perry,ppe439,7,7,220
George,Perry,ppe159,8,8,830
Motty,Perry,ppe212,14,17,903
Suresh,Persaud,ppe438,2,0,16
Nicola,Persico,ppe261,12,14,1243
Dotan,Persitz,ppe769,2,1,19
Joseph,Persky,ppe217,6,4,162
Martin,Persson,ppe543,1,0,1
Thomas,Persson,ppe717,1,0,7
Lovisa,Persson,ppe773,2,0,5
Petra,Persson,ppe642,7,6,105
Lars,Persson,ppe176,11,12,501
Mats,Persson,ppe498,12,14,720
Torsten,Persson,ppe28,42,70,7149
Damiaan,Persyn,ppe69,6,4,235
Marcela,Perticara,ppe49,3,0,20
Paolo,Pertile,ppe336,3,0,26
Filip,Pertold,ppe663,1,0,1
Barbara,Pertold-Gebicka,pge152,16,18,706
Giovanni,Perucca,ppe221,3,0,18
Francesco,Perugini,ppe613,4,1,48
Cristiano,Perugini,ppe247,9,9,208
Valentina,Peruzzi,ppe755,2,0,10
Zahid,Pervaiz,ppe579,2,0,24
Anita,Pesa,ppe627,1,0,1
Ossi,Pesämaa,ppe305,1,0,6
James,Pesando,ppe278,8,7,299
M,Pesaran,ppe34,55,144,21923
Elena,Pesavento,ppe68,8,8,302
Andrea,Pescatori,ppe165,10,10,559
Giovanni,Pesce,ppe385,2,1,23
Marialaura,Pesce,ppe470,5,4,95
Markus,Peschl,ppe320,1,0,3
Enzo,Pesciarelli,ppe239,3,1,20
Martin,Pesendorfer,ppe80,12,12,757
Wolfgang,Pesendorfer,ppe7,21,30,1855
Raffaele,Pesenti,ppe339,7,5,127
Paolo,Pesenti,ppe152,22,32,2938
Radmilo,Pesic,ppe333,1,0,2
Marcin,Peski,ppe184,3,1,68
Jurga,Pesliakaite,ppe750,1,0,5
Annarosa,Pesole,ppe638,3,1,50
Huascar,Pessali,ppe171,2,0,6
Carola,Pessino,ppe644,7,7,175
Argentino,Pessoa,ppe160,4,2,63
João Paulo,Pessoa,ppe651,6,5,110
Sofia,Pessoa e Costa,ppe430,3,1,23
Nico,Pestel,ppe377,8,4,211
Pierre,Pestieau,ppe73,29,89,3074
Anna,Pestova,ppe672,3,0,22
Jeffrey,Petchey,ppe321,5,1,54
Vasanthi,Peter,ppe534,1,0,2
Frauke,Peter,ppe380,3,0,39
Marcel,Peter,ppe180,6,6,141
Emmanuel,Peterle,ppe572,2,0,18
William,Peterman,ppe540,3,2,78
Amber,Peterman,ppe390,9,8,260
Amos,Peters,ppe164,2,0,7
Jan Cornelius,Peters,ppe753,2,1,17
Ryan,Peters,ppe422,2,2,118
Jean-Philippe,Peters,ppe20,3,3,86
Ole,Peters,ppe493,3,0,19
Heiko,Peters,ppe289,5,2,96
Jörg,Peters,ppe173,8,8,275
Bettina,Peters,ppe99,11,12,876
Elizabeth,Peters,ppe404,12,14,598
Michael,Peters,ppe16,13,16,817
Hans,Peters,ppe433,14,24,597
D'Ann,Petersen,ppe358,1,1,23
Jakob,Petersen,ppe318,1,0,2
Kenneth,Petersen,ppe268,1,1,22
Tom,Petersen,ppe81,1,1,49
Hans-Georg,Petersen,ppe195,3,1,68
Luba,Petersen,ppe576,4,1,42
Mitchell,Petersen,ppe42,11,11,5282
Bruce,Petersen,ppe145,20,22,3910
Lauri,Peterson,ppe748,1,0,1
Brian,Peterson,ppe266,3,3,43
Hikaru,Peterson,ppe425,7,5,177
Everett,Peterson,ppe482,8,7,249
Jeffrey,Peterson,ppe359,8,7,196
Sonja,Peterson,ppe494,13,16,445
Joël,Petey,ppe360,3,2,115
Abhay,Pethe,ppe211,1,0,7
Rüdiger,Pethig,ppe3,10,10,491
Gianni,Petino,ppe141,1,0,1
Olivier,Petit,ppe200,2,0,8
Sylvain,Petit,ppe618,2,0,14
Héloïse,Petit,ppe774,4,1,63
Isabelle,Petit,ppe680,4,3,41
Pascal,Petit,ppe374,4,1,92
Pascale,Petit,ppe528,6,5,186
Emmanuel,Petit,pem18,9,9,283
Marie,Petitet,ppe701,1,0,4
Mikael,Petitjean,ppe804,4,2,81
Vladimir,Petkov,ppe408,1,0,2
Ivan,Petkov,ppe761,2,2,48
Kunka,Petkova,ppe828,1,0,3
Mihail,Petkovski,ppe708,2,0,6
Dimitris,Petmezas,ppe510,7,4,155
Panagiotis,Petrakis,ppe629,2,2,101
Emmanuel,Petrakis,ppe44,16,24,833
George,Petrakos,ppe645,10,10,248
Stefan,Petranov,ppe714,1,1,15
Ilaria,Petrarca,ppe664,3,1,37
Myrian,Petrassi,ppe575,2,0,15
Jean Paul,Petraud,ppe852,2,0,4
Anamaria,Petre,ppe653,1,0,2
Humberto,Petrei,ppe48,2,0,14
Ivan,Petrella,ppe325,7,4,206
Maria,Petrescu,ppe829,1,0,1
Alina,Petrescu,ppe454,2,1,20
Ion,Petrescu,ppe273,3,0,18
Blagica,Petreski,ppe597,1,0,6
Marjan,Petreski,ppe448,3,0,42
Alessandro,Petretto,ppe245,4,1,71
Goran,Petrevski,ppe795,3,0,19
Martin,Petri,ppe249,4,2,63
Peter,Petri,ppe235,11,11,273
Nicolae,Petria,ppe654,2,0,5
Sebastian,Petrick,ppe495,3,1,37
Martin,Petrick,ppe8,7,6,258
Murray,Petrie,ppe43,3,2,36
Ragan,Petrie,ppe391,13,16,819
Daniel,Petrolia,ppe345,6,4,141
Anna,Petronevich,ppe667,2,0,9
Barbara,Petrongolo,ppe484,19,27,2221
Filippo,Petroni,ppe725,6,1,67
Uros,Petronijevic,ppe805,2,1,66
Fotios,Petropoulos,ppe606,2,1,17
Dimitra,Petropoulou,ppe544,3,1,75
Nicolas,Petrosky-Nadeau,ppe260,7,6,198
Anastasia,Petrou,ppe166,3,0,23
Filippos,Petroulakis,ppe614,1,0,5
Pavlos,Petroulas,ppe117,5,4,111
Kameliia,Petrova,ppe167,1,1,14
Petia,Petrova,ppe129,1,1,14
Maria,Petrova,ppe296,8,8,353
Vorobyov,Petrovich,pvo239,3,0,22
Alberto,Petrucci,ppe238,3,0,28
Robert,Petrunia,ppe505,4,3,85
Athanasios,Petsakos,ppe465,5,1,40
Iordanis,Petsas,ppe315,3,0,14
Annie,Petsonk,ppe709,1,0,1
Paolo,Pettenati,ppe227,1,0,1
Davide,Pettenella,ppe567,4,0,28
Davide,Pettenuzzo,ppe516,5,4,272
Jan,Pettersson,ppe319,6,5,257
Gunilla,Pettersson Gelander,ppe213,4,3,137
Per,Pettersson-Lidbom,ppe429,10,10,478
Anna,Pettini,ppe181,5,4,112
Yuri,Pettinicchi,ppe586,2,0,5
Claudio,Petucco,ppe777,1,0,2
Jan,Peuckert,ppe681,1,0,2
Christian,Peukert,ppe665,2,1,20
Svetlana,Pevnitskaya,ppe169,5,4,81
Jose-Luis,Peydro,ppe481,17,27,1543
Urs,Peyer,ppe236,7,7,304
Kyle,Peyton,ppe500,1,0,6
Paul,Pezanis-Christou,ppe35,8,7,151
Anne,Pezet,ppe252,1,0,9
John,Pezzey,ppe473,15,18,573
Silvia,Pezzini,ppe98,7,5,165
Mario,Pezzino,ppe569,4,1,37
Luciano,Pezzolo,ppe178,1,0,6
Michele,Pezzoni,ppe778,5,3,87
Stephan,Pfaffenzeller,ppf20,4,2,102
Michael,Pfaffermayr,ppf1,20,38,1576
Lisa,Pfahl,ppf22,3,1,28
Damjan,Pfajfar,ppf8,9,9,275
Gerard,Pfann,ppf10,15,21,991
Christian,Pfarr,ppf14,5,3,70
Wade,Pfau,ppf6,5,2,73
Gregor,Pfeifer,ppf30,3,1,31
Harald,Pfeifer,ppf11,5,4,94
Christian,Pfeifer,ppf5,6,3,241
Johannes,Pfeifer,ppf21,6,4,141
Birte,Pfeiffer,ppf26,2,2,46
Johannes,Pfeiffer,ppf17,2,0,6
Ingo,Pfeiffer,ppf7,3,0,29
Friedhelm,Pfeiffer,ppf19,12,15,636
Christian,Pfeil,ppf29,1,0,1
Sebastian,Pfeil,ppf16,3,2,38
Marie,Pfiffelmann,ppf12,2,1,18
Christian,Pfister,ppf15,2,0,14
Ulrich,Pfister,ppf18,2,0,18
Carolin,Pflueger,ppf25,6,4,120
Waldemar,Pfoertsch,ppf2,1,0,2
Klaus,Pforr,ppf24,2,0,14
Tobias,Pfutze,ppf13,4,2,161
Martial,Phélippé-Guinvarc'h,pph103,1,0,5
Ludovic,Phalippou,pph59,5,5,160
Hiep,Pham,pph118,1,0,3
Tho,Pham,pph111,1,0,1
Thu Phuong,Pham,pph93,1,0,9
Cong,Pham,pph49,2,1,162
Hung,Pham,pph44,3,2,63
Ngoc-Sang,Pham,pph90,3,1,37
Thi Thu Tra,Pham,pph45,3,0,17
Thi Kim Cuong,Pham,pph83,4,3,61
Van,Pham,pph13,6,4,483
Kim Hang,Pham Do,pph55,5,3,66
Dang Bao Anh,Phan,pph121,1,0,1
Diep,Phan,pph42,1,1,49
Tuan,Phan,pph85,1,0,4
Denis,Phan,pph16,3,2,56
Toan,Phan,pph87,3,0,15
Phillip,Phan,pph22,10,14,536
Daniel,Phaneuf,pph120,12,14,459
Sock-Yong,Phang,pph33,7,6,140
Alastair,Pharo,pph98,2,0,10
Gregory,Phelan,pph100,2,0,12
Christopher,Phelan,pph1,8,8,948
Pascale,Phelinas,pph105,2,0,7
Charlotte,Phelps,pph32,2,1,53
Jean-Marc,Philip,pph26,1,0,1
Alexander,Philipov,pph63,5,5,202
Pascal,Philippart,pph116,1,0,7
Dionisis,Philippas,pph75,2,1,27
Nikolaos,Philippas,pph71,5,1,78
George,Philippidis,pph99,5,3,113
Thomas,Philippon,pph81,22,29,1745
Apostolis,Philippopoulos,pph12,10,10,272
Tassilo,Philippovich,pph66,1,1,15
Tomas,Philipson,pph37,22,31,1939
Michelle,Phillips,pph88,1,0,1
Ben,Phillips,pph76,2,0,8
Pamm,Phillips,pph122,2,0,8
Peter,Phillips,pph94,2,0,10
David,Phillips,pph84,4,1,29
Keith,Phillips,pph69,5,2,108
Kerk,Phillips,pph20,5,5,195
Robert,Phillips,pph56,5,1,80
Ronnie,Phillips,pph6,6,5,128
Garry,Phillips,pph80,7,4,210
Richard,Phillips,pph23,10,10,236
Gordon,Phillips,pph31,15,19,1253
Peter,Phillips,pph8,49,140,15201
Euan,Phimister,pph17,9,7,290
Shelley,Phipps,pph74,12,15,560
Andrew,Phiri,pph91,3,0,35
Alain,Pholo Bala,pph62,2,0,16
Piriya,Pholphirul,pph82,2,0,7
Yorgos,Photis,pph47,1,0,1
Thu Thanh,Phung,pph97,2,0,5
Tung,Phung,pph96,3,1,35
Kate,Phylaktis,pph58,15,17,631
Maria,Pi Alperin,ppi91,4,1,55
Pilar,Piñeiro García,ppi267,1,0,1
José,Piñeros,ppi393,1,0,5
Emmanuelle,Piérard,ppi164,1,0,5
Serge,Piabuo,pma2243,2,0,13
Mario,Piacentini,ppi271,2,1,37
Paolo,Piacentini,ppi392,4,0,31
Davide,Piacentino,ppi136,4,2,54
Massimiliano,Piacenza,ppi158,11,13,341
Paolo Giovanni,Piacquadio,ppi243,3,0,19
Matías,Piaggio,ppi244,2,1,29
Paolo,Pianca,ppi53,3,0,16
Dominique,Pianelli,ppi28,1,0,5
Daniele,Pianeselli,ppi313,2,0,15
Giorgina,Piani,ppi168,3,0,24
Ennio Emanuele,Piano,ppi430,1,0,2
Andrea,Piano Mortari,ppi295,3,1,25
Mario,Pianta,ppi221,11,14,462
Mongkut,Piantanakulchai,ppi78,1,0,4
Krzysztof,Piasecki,ppi263,1,0,3
Gwenael,Piaser,ppi24,5,2,89
Dawid,Piatek,ppi284,1,0,5
Rémi,Piatek,ppi122,3,2,62
Marco,Piatti,ppi205,3,2,36
Daniel,Piazolo,ppi13,7,6,165
Roberto,Piazza,ppi222,2,0,8
Daniela,Piazzalunga,ppi387,3,0,16
Monika,Piazzesi,ppi37,14,16,2769
Fabienne,Picard,ppi74,1,0,1
Nathalie,Picard,ppi115,8,6,255
Pierre,Picard,ppi138,12,13,487
Pierre,Picard,ppi151,15,19,704
Robert,Picard,ppi320,23,27,1810
Julien,Picault,ppi310,1,0,1
Andres,Picazo-Tadeo,ppi103,13,16,474
Antonella,Picchio,ppi230,2,0,12
Matteo,Picchio,ppi140,9,9,278
Lucio,Picci,ppi73,7,7,472
Giulia,Piccillo,ppi352,3,1,38
Luca,Piccoli,ppi176,3,1,32
Domenico,Piccolo,ppi354,4,2,57
Salvatore,Piccolo,ppi150,9,6,207
Oliver,Picek,ppi388,1,0,1
Lise,Pichette,ppi30,3,1,74
Sylvain,Pichetti,ppi203,1,0,2
Alois,Pichler,ppi285,2,1,30
Stefan,Pichler,ppi274,5,0,44
Paul,Pichler,ppi100,7,6,137
Cristina,Picillo,ppi380,4,2,171
Gabriela,Piciu,ppi265,1,0,2
Daniel,Pick,ppi209,10,10,342
Jonathan,Pickering,ppi306,2,0,7
Andrew,Pickering,ppi32,5,4,78
Michael,Pickhardt,ppi232,6,5,147
Gabriel,Picone,ppi8,12,13,491
Fidel,Picos,ppi110,3,2,45
Arnold,Picot,ppi399,4,4,132
Karine,Picot-Coupey,ppi269,2,0,13
Mark,Picton,ppi142,3,1,29
Anne,Piehl,ppi106,7,7,233
Marcin,Piekalkiewicz,ppi400,1,0,1
Samuel,Pienknagura,ppi335,4,3,45
Paul,Pieper,ppi135,4,2,94
Raylene,Pierce,ppi94,2,1,21
Justin,Pierce,ppi197,7,6,264
Christian,Pierdzioch,ppi123,10,11,538
Patrice,Pieretti,ppi331,4,1,62
Alessandro,Piergallini,ppi117,6,4,101
Renan,Pieri,ppi342,1,0,4
Fabio,Pieri,ppi220,5,3,86
Roberta,Piermartini,ppi213,9,9,311
Stefano,Piermattei,ppi356,1,0,2
Evan,Piermont,ppi378,1,0,5
Martha Denisse,Pierola,ppi169,8,7,286
Luca,Pieroni,ppi208,9,9,281
Olivier,Pierrard,ppi57,8,8,250
Aurélie,Pierre,ppi177,2,0,10
Gaelle,Pierre,ppi323,5,4,153
Diane,Pierret,ppi339,4,2,123
Christos,Pierros,ppi408,1,0,1
Axel,Pierru,ppi454,4,0,48
Giovanni,Piersanti,ppi145,3,1,71
Richard,Pierse,ppi4,11,11,507
Anamaria,Pieschacon,ppi181,1,1,22
Laurent,Piet,ppi190,5,3,92
Janneke,Pieters,ppi218,7,5,165
Rik,Pieters,ppi161,8,7,215
Raoul,Pietersz,ppi79,4,1,31
Kyosti,Pietola,ppi173,7,6,201
Tito,Pietra,ppi44,4,0,41
Carlo,Pietrobelli,ppi95,10,10,483
Mario,Pietrunti,ppi344,3,0,23
Marcin,Pietrzak,ppi254,1,0,1
Michal,Pietrzak,ppi160,2,0,19
Héctor,Pifarré i Arolas,ppi444,2,0,6
Nadia,Piffaretti,ppi11,1,0,5
Gustavo,Piga,ppi112,4,2,85
Claudio,Piga,ppi87,13,17,491
Jeremy,Piger,ppi14,17,21,1361
Ashley,Piggins,ppi216,4,1,34
Nicholas,Piggott,ppi419,9,9,523
John,Piggott,ppi34,11,15,647
Claudia,Pigini,ppi250,4,0,39
Francesco,Pigliaru,ppi60,12,14,392
Giuseppe,Pignataro,ppi259,3,1,52
Giacomo,Pignataro,ppi435,5,1,58
Norberto,Pignatti,ppi113,4,3,108
Facundo,Piguillem,ppi210,5,3,83
Josep,Pijoan-Mas,ppi33,9,9,389
Anna,Pikalova,ppi296,1,0,1
Andy,Pike,ppi214,8,7,243
Mariola,Pilatowska,ppi249,1,0,3
Michal,Pilc,ppi343,1,0,5
Ninette,Pilegaard,ppi314,3,1,27
Vanja,Piljak,ppi394,3,1,26
Marc,Pilkington,ppi174,1,0,2
Huw,Pill,ppi247,12,12,727
P. Mohanan,Pillai,ppi340,1,0,1
Vijayan,Pillai,ppi5,2,1,18
Unni,Pillai,ppi375,3,2,30
Rajesh,Pillania,ppi178,1,0,3
Julien,Pillot,ppi245,1,0,2
Adam,Pilny,ppi346,1,0,5
Anamaria,Piloiu,ppi309,3,2,76
André,Pilon,ppi185,1,0,4
Luciano,Pilotti,ppi70,2,0,18
Nicolas,Piluso,ppi120,1,0,2
Giandomenico,Piluso,ppi162,2,1,15
Carlos,Pimienta,pgo143,1,0,4
Paolo,Pin,ppi116,6,5,312
Goncalo,Pina,ppi347,2,0,6
Joaquim,Pina,ppi89,2,1,71
Álvaro,Pina,ppi101,7,6,218
Enrico,Pinali,ppi139,4,3,93
Mehmet,Pinar,ppi282,3,2,31
Abuzer,Pinar,ppi62,4,2,55
Magali,Pinat,ppi332,1,0,2
Andres,Pinchao-Rosero,ppi417,1,0,2
Ted,Pinchbeck,ppi404,1,0,5
Pablo,Pincheira,ppi134,5,1,74
Jonathan,Pincus,ppi253,6,3,113
Julio,Pindado,ppi59,8,6,262
Robert,Pindyck,ppi130,35,57,6324
Olga,Pindyuk,ppi166,5,4,312
Jose,Pineda,ppi280,3,0,28
Juan,Pinedo,pva49,28,63,3517
Valeria,Pineiro,ppi358,2,0,20
John,Pinfold,ppi77,2,0,14
Prabhu,Pingali,ppi308,11,13,517
Pia,Pinger,ppi372,4,3,120
Amandine,Pinget,ppi422,1,0,4
Jonathan,Pingle,ppi144,5,3,135
Mark,Pingle,ppi129,6,5,141
Alessandro,Pinheiro,ppi102,1,0,1
Diogo,Pinheiro,ppi261,1,0,4
Antonio,Pinheiro,ppi179,2,0,9
Roberto,Pinheiro,ppi165,3,3,96
Marcelo,Pinheiro,ppi219,4,1,55
Maximiano,Pinheiro,ppi237,4,1,43
Ricardo,Pinheiro-Alves,ppi182,3,0,20
Joana,Pinho,ppi278,2,0,9
Maria,Pinho,ppi35,2,1,45
Carlos,Pinho,ppi248,4,3,91
Paolo,Pini,ppi270,6,4,111
Vicente,Pinilla,ppi148,5,1,94
Diego,Pinilla-Rodríguez,ppi305,1,0,1
Montchai,Pinitjitsamut,ppi406,1,0,2
Jori,Pinje,ppi240,1,0,1
Maxim,Pinkovskiy,ppi345,5,4,178
Jonatan,Pinkse,ppi268,9,8,173
Joris,Pinkse,ppi455,11,14,869
Joshua,Pinkston,ppi149,7,6,150
Andrea,Pinna,ppi154,1,0,1
Riccardo,Pinna,ppi126,2,0,4
Anna,Pinna,ppi125,3,1,33
Francisco,Pino,ppi206,5,4,82
Gabriel,Pino Saldías,ppi317,1,0,9
Sara,Pinoli,ppi191,2,0,13
Paolo,Pinotti,ppi167,9,9,337
Jean,Pinquet,ppi152,9,8,277
Ágnes,Pintér,ppi131,4,2,96
Mirela-Oana,Pintea,ppi359,2,1,47
Mihaela,Pintea,ppi82,4,0,32
Klara,Pinter,ppi141,2,0,7
Gabor,Pinter,ppi325,5,2,70
Aquiles,Pinto,ppi224,1,0,2
Eduardo,Pinto,ppi183,1,0,1
João,Pinto,ppi391,1,0,4
Hugo,Pinto,ppi195,3,0,24
Santiago,Pinto,ppi124,4,4,80
Cristine,Pinto,ppi260,5,3,88
Ligia,Pinto,ppi357,8,5,178
Rodrigo,Pinto,ppi451,10,10,684
Jose-Luis,Pinto-Prades,ppi163,11,11,304
Juan,Pintos-Clapés,ppi31,1,0,8
Patrick,Pintus,ppi41,9,9,491
Erich,Pinzón-Fuchs,ppi411,1,1,10
Amedeo,Piolatto,ppi137,3,1,42
Marc,Piopiunik,ppi223,6,4,115
Edward,Piotrowski,ppi16,5,2,100
Marco,Piovesan,ppi143,10,10,334
Onsurang,Pipatchaipoom,ppi146,2,0,6
Alan,Piper,ppi286,2,0,12
Mateusz,Pipien,ppi193,3,2,46
Vito,Pipitone,ppi273,1,0,2
Michael,Pippenger,ppi93,6,4,204
Ingo,Pippow,ppi6,1,0,4
Natalia,Piqueira,ppi99,2,1,27
Matloob,Piracha,ppi43,10,10,393
Patrizio,Piraino,ppi107,7,6,342
Claudia,Piras,ppi452,3,0,17
Romano,Piras,ppi75,4,2,44
Gianfranco,Piras,ppi202,10,11,325
Jorge,Pires,ppi187,1,1,15
Manoel,Pires,ppi156,1,0,6
Jose Claudio,Pires,ppi172,2,0,8
Cesaltina,Pires,ppi159,4,3,115
Davide,Pirino,ppi432,3,2,123
Andrea,Pirisi,ppi327,1,0,1
Viktor,Pirmana,ppi155,1,0,5
Giuseppe,Piroli,ppi288,3,1,26
Dora,Piroska,ppi225,1,0,2
Alain,Pirotte,ppi65,4,4,237
Hugues,Pirotte Speder,ppi128,2,1,28
Tommaso,Pirotti,ppi241,2,0,5
Mara,Pirovano,ppi322,4,0,35
Inske,Pirschel,ppi334,2,0,6
Jukka,Pirttilä,ppi88,13,14,415
Daniela,Pirvu,ppi251,1,0,2
Magdalena,Pisa,ppi298,1,0,1
Elena,Pisani,ppi229,1,0,1
Fabio,Pisani,ppi413,3,1,21
Michael,Pisani,ppi92,5,3,81
Massimiliano,Pisani,ppi119,11,13,401
Jean,Pisani-Ferry,ppi40,17,27,940
Frank,Pisch,ppi458,1,0,3
Jorn-Steffen,Pischke,ppi29,25,28,4452
Laura,Piscitelli,ppi118,8,7,283
Lucia,Piscitello,ppi38,12,15,583
Paolo,Piselli,ppi227,6,6,173
Grigory,Pishchulov,ppi336,2,0,18
Alina,Pishnyak,ppi353,11,13,536
Silvia,Pisica,ppi373,1,0,4
Tomasz,Piskorski,ppi49,5,4,115
Gilles,Pison,ppi304,3,0,53
Christopher,Pissarides,ppi12,31,52,8666
Luigi,Pistaferri,ppi39,22,35,2398
Alfredo,Pistelli,ppi266,2,1,21
Nicolas,Pistolesi,ppi69,4,4,275
Barbara,Pistoresi,ppi255,6,3,104
Mauro,Pisu,ppi200,13,15,675
